Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ZROZ,ZROZ,ZROZ,ZROZ,ZROZ,ZROZ
Date,,,,,,
31/12/2014,93.3837204,119.8199997,120.0699997,118.5199966,119.4400024,14500
02/01/2015,94.68527985,121.4899979,122,120.0400009,120.0400009,19400
05/01/2015,97.20261383,124.7200012,124.9899979,122.6200027,122.75,103600
06/01/2015,99.74336243,127.9800034,129.1000061,126,126.7399979,66000
07/01/2015,99.92262268,128.2100067,128.5299988,125.7200012,127.1600037,51200
08/01/2015,97.49097443,125.0899963,126.6600037,124.9100037,126.6600037,22600
09/01/2015,98.97958374,127,127.4700012,124.2600021,124.5999985,43300
12/01/2015,100.2343521,128.6100006,129.1900024,127.1399994,127.5599976,45800
13/01/2015,100.4759369,128.9199982,129.7599945,127.4700012,127.9899979,101200
14/01/2015,101.6839828,130.4700012,131.9100037,129.6000061,131.5599976,100500
15/01/2015,103.4297485,132.7100067,132.9299927,129.5599976,130.4700012,46300
16/01/2015,101.8866119,130.7299957,132.5,129.7299957,132.5,51000
20/01/2015,103.5778427,132.8999939,134.2899933,131.4600067,131.9299927,45300
21/01/2015,102.0892639,130.9900055,134.4499969,130,133.9499969,49800
22/01/2015,101.8086777,130.6300049,132.1100006,129.0099945,131.6000061,47700
23/01/2015,103.5232925,132.8300018,133.1199951,131.8800049,132.6300049,12600
26/01/2015,103.1102142,132.3000031,133.5299988,131.7599945,132.9600067,32600
27/01/2015,103.6791763,133.0299988,135.6000061,132,134.2200012,30800
28/01/2015,106.7732468,137,137,132.9499969,133.5500031,63500
29/01/2015,105.2846527,135.0899963,137,134.5099945,137,25900
30/01/2015,108.324173,138.9900055,139.25,137.1600037,137.9499969,38400
02/02/2015,108.0591888,138.6499939,138.8999939,137.0700073,138.0500031,45000
03/02/2015,103.9441299,133.3699951,137.1600037,133.0200043,137.1600037,52500
04/02/2015,104.0454636,133.5,133.7700043,130.5200043,133.3699951,48000
05/02/2015,102.2451172,131.1900024,132.7299957,130.6499939,132.7299957,83200
06/02/2015,99.18222809,127.2600021,130.0099945,126.6699982,130.0099945,142000
09/02/2015,98.94062042,126.9499969,129.4199982,126.8000031,128.1699982,54500
10/02/2015,97.39743805,124.9700012,126.0699997,124.5899963,125.25,58000
11/02/2015,97.80273438,125.4899979,125.7399979,124,125.0500031,33100
12/02/2015,97.35848999,124.9199982,126.4800034,124.75,125,32700
13/02/2015,96.13489532,123.3499985,125.4700012,122.1100006,125.4700012,35200
17/02/2015,93.66429901,120.1800003,122.5999985,119.8799973,122.2699966,68700
18/02/2015,94.31898499,121.0199966,122.5,120.1100006,121.0599976,68500
19/02/2015,93.67988586,120.1999969,121.8000031,120.0199966,121,9400
20/02/2015,94.06177521,120.6900024,122.75,120.0500031,121.1600037,37000
23/02/2015,95.54257202,122.5899963,122.8899994,121.6699982,121.6999969,8100
24/02/2015,97.67024231,125.3199997,125.7200012,121.8399963,123.9800034,60100
25/02/2015,98.5743103,126.4800034,126.7300034,124.6100006,124.9400024,26500
26/02/2015,96.27515411,123.5299988,128.2700043,123.4199982,128.2700043,18500
27/02/2015,97.42086792,125,125.1100006,123.5500031,124.7399979,28000
02/03/2015,94.96585083,121.8499985,125.0299988,121.5299988,125.0299988,45500
03/03/2015,94.37351227,121.0899963,122.3700027,120.8000031,121.5899963,13700
04/03/2015,94.56835175,121.3399963,123,120.6999969,123,42500
05/03/2015,94.31115723,121.0100021,121.8799973,120.0999985,121.8799973,17800
06/03/2015,90.71831512,116.4000015,120,115.6500015,120,84500
09/03/2015,92.0821991,118.1500015,118.9499969,117.2600021,117.8899994,16500
10/03/2015,93.74222565,120.2799988,120.8399963,119.5500031,120.25,53000
11/03/2015,95.0671463,121.9800034,122.3399963,120.5899963,120.5999985,28800
12/03/2015,94.81777191,121.6600037,123.4000015,121.4400024,123.0100021,17000
13/03/2015,94.6696701,121.4700012,122.5,120.8099976,121.6100006,20900
16/03/2015,95.76079559,122.8700027,123.4499969,121.9100037,122.7799988,25700
17/03/2015,97.15587616,124.6600037,124.75,123.7900009,123.8499985,10600
18/03/2015,100.0161438,128.3300018,128.3300018,124.3499985,125,41100
19/03/2015,99.36146545,127.4899979,128.25,126.4499969,128.1600037,21100
20/03/2015,99.97716522,128.2799988,128.9499969,127.7200012,127.7200012,52500
23/03/2015,99.89144897,128.1699982,128.9499969,127.6999969,128.8600006,24200
24/03/2015,101.3644257,130.0599976,130.0599976,127.8899994,128.2700043,20600
25/03/2015,100.1875916,128.5500031,130.2200012,128.2299957,130.2200012,30800
26/03/2015,97.65465546,125.3000031,128.0800018,124.6500015,128,17500
27/03/2015,99.11206055,127.1699982,127.8700027,125.6399994,125.6399994,8300
30/03/2015,98.62107086,126.5400009,127.4899979,126.4700012,127.4899979,27000
31/03/2015,98.55835724,125.7099991,126.5100021,125.25,125.25,35900
01/04/2015,100.8633347,128.6499939,129.2100067,127.0599976,127.4599991,23300
02/04/2015,98.71514893,125.9100037,128.5399933,125.9100037,128.5399933,13500
06/04/2015,97.7351532,124.6600037,126.75,124.3000031,125.8700027,17800
07/04/2015,99.21694183,126.5500031,126.6500015,124.3000031,125.1900024,19700
08/04/2015,99.30314636,126.6600037,126.9199982,125.2399979,126.2799988,10500
09/04/2015,97.30394745,124.1100006,126.1100006,123.7799988,126.1100006,28500
10/04/2015,97.40584564,124.2399979,125.25,124.0699997,125.1299973,56100
13/04/2015,97.60968018,124.5,124.6500015,123.9499969,124.4199982,4700
14/04/2015,98.57402802,125.7300034,127.4499969,125.6399994,126.3000031,31900
15/04/2015,98.39370728,125.5,126.7799988,125.3000031,126.3799973,10600
16/04/2015,97.67242432,124.5800018,126.1900024,123.9499969,126.1900024,20600
17/04/2015,99.52268219,126.9400024,127.2900009,124.1800003,124.1800003,8800
20/04/2015,97.86057281,124.8199997,126.3600006,124.4599991,126.3600006,7200
21/04/2015,97.66455841,124.5699997,125.3600006,124.1900024,125.0699997,7600
22/04/2015,95.14788818,121.3600006,124.0199966,121.0800018,123.8700027,23700
23/04/2015,95.57910156,121.9100037,122.5199966,121.1900024,121.8000031,4500
24/04/2015,96.92760468,123.6299973,123.6299973,122.25,123.0599976,5800
27/04/2015,96.50421906,123.0899963,123.7200012,121.7699966,123.6299973,10700
28/04/2015,94.47360992,120.5,122.7600021,120.5,121.9499969,11400
29/04/2015,92.65470886,118.1800003,118.9400024,117.5,118.3499985,32800
30/04/2015,92.960495,118.5699997,118.8899994,116.3399963,117.3099976,26800
01/05/2015,91.07102966,116.1600037,117.1699982,115.5699997,117.1699982,27900
04/05/2015,89.45594025,114.0999985,116.9800034,114,115.8899994,23300
05/05/2015,89.31484222,113.9199982,114.5,112.3700027,114.4000015,26100
06/05/2015,86.85305023,110.7799988,113.0199966,110.4800034,113.0199966,39300
07/05/2015,88.91496277,113.4100037,113.6699982,111.8799973,111.8799973,29800
08/05/2015,88.9541626,113.4599991,114.8799973,113.4199982,114.0999985,15900
11/05/2015,85.62212372,109.2099991,112.4300003,109.1900024,112.4300003,27700
12/05/2015,85.74755859,109.3700027,110.6800003,107.7799988,108.4700012,33700
13/05/2015,84.51665497,107.8000031,110.5800018,107.7300034,110.5800018,15200
14/05/2015,84.72835541,108.0699997,109.2099991,107.5999985,107.6699982,43300
15/05/2015,87.56645966,111.6900024,112.4800034,109.75,110.0100021,20800
18/05/2015,85.4653244,109.0100021,110.6900024,108.4100037,110.6900024,18000
19/05/2015,84.12465668,107.3000031,109.3399963,106.4800034,106.4800034,20600
20/05/2015,84.28929901,107.5100021,108.2900009,106.9599991,107.8799973,6700
21/05/2015,86.19444275,109.9400024,110.2900009,108.6299973,108.6299973,8700
22/05/2015,85.83382416,109.4800034,110.9899979,109.4800034,110.6299973,19500
26/05/2015,88.81304932,113.2799988,113.3199997,110.3300018,111.0500031,14400
27/05/2015,89.07962036,113.6200027,113.8499985,112.3499985,112.5400009,34800
28/05/2015,88.71895599,113.1600037,113.6999969,113.1500015,113.5999985,4400
29/05/2015,89.08747864,113.6299973,115,113.5,114.4400024,52400
01/06/2015,87.53511047,111.6500015,113.8000031,111.0999985,113.8000031,25300
02/06/2015,85.77893066,109.4100037,110.7900009,108.9100037,110.7900009,15600
03/06/2015,83.6228714,106.6600037,108.3600006,106.3300018,108.3600006,23300
04/06/2015,85.33203125,108.8399963,109.0500031,107.6399994,107.6399994,9800
05/06/2015,83.88945007,107,108.3399963,106.1600037,107,57000
08/06/2015,83.41119385,106.3899994,107.5400009,106.1299973,106.8899994,19900
09/06/2015,82.35280609,105.0400009,106.0100021,104.6800003,105.8499985,13900
10/06/2015,81.25518036,103.6399994,104.2399979,102.9700012,104,29200
11/06/2015,83.91296387,107.0299988,107.0400009,104.4100037,104.4100037,16500
12/06/2015,83.93648529,107.0599976,108.9700012,106.8700027,107.3000031,7100
15/06/2015,84.06193542,107.2200012,108.1299973,106.6999969,108.1299973,3300
16/06/2015,84.98706818,108.4000015,108.4000015,107.1500015,107.1900024,14500
17/06/2015,83.7013092,106.7600021,107.9100037,106.1399994,107.2300034,36100
18/06/2015,83.24655914,106.1800003,106.1999969,104.7799988,106.1999969,23700
19/06/2015,84.72835541,108.0699997,108.2200012,107.3099976,108.0299988,17800
22/06/2015,82.02351379,104.6200027,107.0199966,104.6200027,107.0199966,10500
23/06/2015,81.09053802,103.4300003,104.9000015,103.2799988,103.5800018,15100
24/06/2015,82.32141113,105,105.4199982,104.1299973,104.4000015,3900
25/06/2015,81.97646332,104.5599976,105.3799973,104.3199997,104.6200027,20500
26/06/2015,80.3535614,102.4899979,103.3000031,102.4000015,103.3000031,6900
29/06/2015,83.77185822,106.8499985,107.6399994,103.5100021,103.5100021,22300
30/06/2015,83.10799408,105.1600037,106.7099991,105.0800018,105.6900024,21800
01/07/2015,81.30610657,102.8799973,104.0299988,102.4899979,104.0299988,7700
02/07/2015,81.55901337,103.1999969,104,103.0800018,103.8099976,22800
06/07/2015,83.95362091,106.2300034,106.75,104.2300034,104.2300034,19300
07/07/2015,85.32875061,107.9700012,109.1999969,107.5800018,107.7399979,66900
08/07/2015,86.19809723,109.0699997,109.7600021,108.0999985,108.5699997,21700
09/07/2015,83.55056,105.7200012,107.6600037,105.6999969,107.6600037,23900
10/07/2015,81.25870514,102.8199997,104.1900024,102.8099976,104.1900024,6900
13/07/2015,81.44836426,103.0599976,103.5899963,102.0599976,102.0599976,70100
14/07/2015,81.503685,103.1299973,103.3399963,102.6200027,103,4100
15/07/2015,83.06059265,105.0999985,105.4199982,103.3899994,103.3899994,16700
16/07/2015,83.89829254,106.1600037,106.2399979,104.8899994,104.9800034,3900
17/07/2015,84.688591,107.1600037,107.6999969,106.9899979,106.9899979,43500
20/07/2015,84.07215881,106.3799973,107.0800018,106.3799973,106.5699997,8600
21/07/2015,84.77552795,107.2699966,107.4599991,106.6600037,106.6600037,6400
22/07/2015,86.07161713,108.9100037,109.0299988,107.5,107.5,42300
23/07/2015,87.46253967,110.6699982,111,108.8000031,108.8700027,431800
24/07/2015,87.92092896,111.25,111.75,110.8600006,111.75,35500
27/07/2015,88.85348511,112.4300003,112.6999969,111.5400009,112.3799973,33500
28/07/2015,87.60482025,110.8499985,111.3099976,110.5299988,110.8399963,33600
29/07/2015,87.27288055,110.4300003,110.7099991,109.9499969,110.5400009,12100
30/07/2015,88.16591644,111.5599976,112.0899963,111.3499985,111.6299973,9000
31/07/2015,89.06686401,112.6999969,113.2600021,112.3099976,113,25900
03/08/2015,90.50521851,114.5199966,114.9100037,113.0899963,113.5500031,12300
04/08/2015,89.53314972,113.2900009,114.4000015,113.2099991,113.8399963,41500
05/08/2015,88.43460846,111.9000015,112.2900009,111.5,112,20400
06/08/2015,89.67540741,113.4700012,113.9199982,112.5800018,112.6500015,7400
07/08/2015,91.66696167,115.9899979,116.1100006,114.4400024,114.4400024,33100
10/08/2015,90.08635712,113.9899979,116,113.3600006,115.6299973,52900
11/08/2015,92.19645691,116.6600037,117.1999969,115.1200027,115.1200027,38500
12/08/2015,91.58002472,115.8799973,118.3899994,115.8199997,117.25,54700
13/08/2015,90.90033722,115.0199966,116.1600037,114.6999969,115.6100006,32600
14/08/2015,91.74599457,116.0899963,116.4700012,114.7699966,115.4100037,345100
17/08/2015,92.18062592,116.6399994,117.3000031,116.5,116.9300003,22500
18/08/2015,91.01889038,115.1699982,116.7099991,115,115.7799988,19200
19/08/2015,92.25178528,116.7300034,117.1200027,114.75,115.0400009,353300
20/08/2015,94.10897827,119.0800018,119.0800018,117.5100021,117.5100021,70100
21/08/2015,94.26705933,119.2799988,119.75,118.4400024,119.25,42400
24/08/2015,94.22756195,119.2300034,126,118.5899963,120.6900024,66100
25/08/2015,91.888237,116.2699966,118.0400009,115.0899963,118.0400009,77700
26/08/2015,88.67169189,112.1999969,115.5599976,111.8499985,115.5599976,143500
27/08/2015,88.75863647,112.3099976,113.7200012,111.7900009,112.2300034,128700
28/08/2015,88.85348511,112.4300003,114.3700027,112.4000015,114.2099991,74800
31/08/2015,88.26076508,111.6800003,114.6500015,111.4100037,113.5500031,29700
01/09/2015,88.86138153,112.4400024,112.9499969,111.1900024,112.0699997,63600
02/09/2015,87.92884827,111.2600021,112.6999969,111.0100021,112.4499969,22000
03/09/2015,88.27655792,111.6999969,112.2799988,110.9300003,111.5800018,13200
04/09/2015,89.68331146,113.4800034,113.9400024,112.6299973,112.9000015,27500
08/09/2015,87.81819153,111.1200027,112.8000031,110.8099976,112.8000031,32700
09/09/2015,88.16591644,111.5599976,112.7600021,109.0100021,109.4499969,43100
10/09/2015,87.32029724,110.4899979,111.3499985,110.2200012,111.3499985,462900
11/09/2015,88.09480286,111.4700012,112.5100021,111.4700012,111.6600037,17500
14/09/2015,88.55316925,112.0500031,112.6200027,111.8600006,112.4300003,8900
15/09/2015,85.70807648,108.4499969,111.1200027,108.0400009,111.1200027,141900
16/09/2015,85.05213165,107.6200027,108.4499969,107.2399979,108.4499969,33800
17/09/2015,86.56951904,109.5400009,109.8199997,107.5500031,107.6100006,26100
18/09/2015,88.68750763,112.2200012,112.9300003,110.8600006,111.0100021,43500
21/09/2015,86.34822083,109.2600021,111.3000031,108.8099976,111.3000031,31600
22/09/2015,88.1896286,111.5899963,112.4599991,110.8799973,111.4199982,26400
23/09/2015,88.24495697,111.6600037,112.1699982,110.2600021,111.1699982,13200
24/09/2015,89.37508392,113.0899963,114.5,112.6399994,113.1800003,37900
25/09/2015,88.22914886,111.6399994,111.8000031,110.8899994,111.6800003,21800
28/09/2015,90.25231171,114.1999969,114.5500031,111.9899979,111.9899979,21500
29/09/2015,90.67908478,114.7399979,115.3499985,113.8199997,114.6500015,29900
30/09/2015,90.11437988,113.3000031,113.9599991,112.9499969,113.9599991,8700
01/10/2015,90.63930511,113.9599991,114.9400024,113.9000015,114.5599976,21000
02/10/2015,91.39488983,114.9100037,117.4300003,114.4899979,116.0100021,60800
05/10/2015,89.55763245,112.5999985,114,112.3700027,114,9000
06/10/2015,90.14616394,113.3399963,113.4899979,111.6500015,112.1999969,12500
07/10/2015,89.5337677,112.5699997,113.0699997,112.4000015,112.8099976,6600
08/10/2015,88.28504944,111,112.9700012,110.5999985,112.9700012,31000
09/10/2015,88.56341553,111.3499985,112.0100021,111.1100006,111.1100006,20400
12/10/2015,89.70872498,112.7900009,113.0199966,112.3600006,112.5599976,9200
13/10/2015,89.6689682,112.7399979,113.3899994,112.2699966,113.3899994,6800
14/10/2015,91.02108765,114.4400024,114.5,113.1299973,113.1900024,16200
15/10/2015,90.44048309,113.7099991,114.2099991,113.4100037,114.2099991,4400
16/10/2015,90.47226715,113.75,114.3799973,113.3099976,114,56200
19/10/2015,89.94733429,113.0899963,113.75,112.4199982,113.75,10700
20/10/2015,89.26334381,112.2300034,112.3600006,111.7699966,112.1200027,11100
21/10/2015,90.64725494,113.9700012,114.1999969,113.1299973,113.1299973,13200
22/10/2015,90.90973663,114.3000031,115.0199966,113.2300034,113.9800034,12400
23/10/2015,90.01096344,113.1699982,113.4700012,112.6299973,113.0699997,20000
26/10/2015,90.87791443,114.2600021,114.75,114.2200012,114.3099976,10500
27/10/2015,91.17218781,114.6299973,115.4100037,114.4800034,115.0500031,30000
28/10/2015,90.71882629,114.0599976,114.5899963,113.2399979,114.4700012,38800
29/10/2015,88.50773621,111.2799988,113.4700012,111.0800018,113.4700012,64000
30/10/2015,89.69284821,112.7699966,112.9800034,111.7399979,112.4400024,23800
02/11/2015,89.26334381,112.2300034,112.4499969,111.7200012,111.7699966,15500
03/11/2015,88.16571808,110.8499985,111.8099976,110.5599976,111.7799988,25100
04/11/2015,88.42023468,111.1699982,111.75,110.5999985,110.8399963,12800
05/11/2015,87.91120148,110.5299988,110.9800034,110.0400009,110.9100037,60900
06/11/2015,86.09779358,108.25,109.0699997,107.9000015,109.0699997,376500
09/11/2015,85.21495056,107.1399994,107.9400024,106.8199997,106.9800034,45400
10/11/2015,85.60466766,107.6299973,108.4700012,107.2099991,107.3099976,26800
11/11/2015,85.23881531,107.1699982,107.3799973,107.0199966,107.1399994,49900
12/11/2015,85.8114624,107.8899994,108.5500031,107.7200012,107.7699966,25200
13/11/2015,86.57502747,108.8499985,109.1800003,108.5899963,108.6500015,58800
16/11/2015,86.35233307,108.5699997,109.0599976,108.3099976,108.9300003,4300
17/11/2015,86.56706238,108.8399963,109.1800003,107.5800018,108.0100021,5900
18/11/2015,87.00450897,109.3899994,109.6900024,108.5299988,108.7300034,11200
19/11/2015,88.00666046,110.6500015,111,110.2600021,110.7200012,143400
20/11/2015,87.48171997,109.9899979,110.7399979,109.9599991,110.2900009,23900
23/11/2015,87.95097351,110.5800018,110.9499969,110.0299988,110.4000015,16100
24/11/2015,87.83963013,110.4400024,111,110.3300018,110.5599976,12300
25/11/2015,88.23731995,110.9400024,111.0999985,110.5999985,111,9200
27/11/2015,87.8237381,110.4199982,111.1299973,110.4199982,111,51100
30/11/2015,88.60318756,111.4000015,111.5400009,110.7900009,110.7900009,50500
01/12/2015,90.52794647,113.8199997,113.8199997,111.8499985,111.8499985,39200
02/12/2015,90.75067139,114.0999985,114.2900009,113.1500015,113.7900009,32500
03/12/2015,86.7579422,109.0800018,112.1100006,108.7900009,112.1100006,19400
04/12/2015,87.94303131,110.5699997,111.3700027,108.7799988,108.9400024,68300
07/12/2015,89.33493042,112.3199997,113.3499985,111,111,12900
08/12/2015,89.47807312,112.5,113.1200027,112.0100021,113.1200027,15300
09/12/2015,89.20765686,112.1600037,112.5999985,110.6399994,111.2900009,11900
10/12/2015,89.12812042,112.0599976,112.5899963,111.7099991,112.1500015,13300
11/12/2015,91.6414566,115.2200012,116.0800018,113.8799973,114.0500031,85700
14/12/2015,89.81214142,112.9199982,115.0400009,112.4100037,115.0400009,14600
15/12/2015,89.20765686,112.1600037,112.1900024,111.5,111.75,23800
16/12/2015,88.81791687,111.6699982,112.8300018,110.9100037,111.4400024,10700
17/12/2015,90.67111969,114,114.1600037,112.5299988,112.5299988,15400
18/12/2015,91.30741119,114.8000031,115.2399979,114.2799988,114.2799988,52500
21/12/2015,91.00518036,114.4199982,115.3099976,114.1100006,114.9800034,30600
22/12/2015,90.44048309,113.7099991,114,112.7699966,114,5800
23/12/2015,89.12812042,112.0599976,112.3499985,111.5100021,112.0100021,3600
24/12/2015,89.87576294,113,113,113,113,3100
28/12/2015,90.35295868,113.5999985,114.3099976,113.3099976,113.3799973,18200
29/12/2015,88.42835999,110.2699966,112.0500031,109.7600021,112.0100021,40800
30/12/2015,88.04341125,109.7900009,110.5500031,109.3700027,109.4800034,18800
31/12/2015,87.65850067,109.3099976,111.0100021,109.0800018,110.4899979,64700
04/01/2016,89.73549652,111.9000015,113.1500015,111.5299988,112.1200027,35200
05/01/2016,89.00572968,110.9899979,111.5500031,110.4800034,110.9199982,16700
06/01/2016,90.8341217,113.2699966,113.2699966,112.3499985,112.7200012,27900
07/01/2016,90.87424469,113.3199997,113.6500015,111.9800034,113.3600006,42300
08/01/2016,91.35538483,113.9199982,114.3399963,112.5899963,112.9899979,39800
11/01/2016,89.67936707,111.8300018,112.8799973,111.8300018,112.1200027,24800
12/01/2016,91.56388855,114.1800003,115.0100021,112.3199997,112.3300018,41500
13/01/2016,93.43235016,116.5100021,116.8799973,113.9400024,114.0400009,38200
14/01/2016,92.02097321,114.75,116.0800018,114.0800018,115.3700027,62000
15/01/2016,94.14611053,117.4000015,118,116.1999969,116.8799973,182100
19/01/2016,93.80927277,116.9800034,118.2099991,116.4499969,116.7799988,57300
20/01/2016,95.40509033,118.9700012,120.8300018,118.5800018,119,95400
21/01/2016,94.31448364,117.6100006,119.4199982,117.5999985,119.0800018,40600
22/01/2016,93.82528687,117,117.3300018,115.9000015,116.5,14800
25/01/2016,94.61924744,117.9899979,118.1500015,117.2699966,117.5800018,24100
26/01/2016,94.50695038,117.8499985,118.5699997,117.5999985,117.9800034,24000
27/01/2016,94.37060547,117.6800003,118.0100021,116.6200027,117.2600021,18600
28/01/2016,94.47489166,117.8099976,118.1800003,116.7900009,116.7900009,8900
29/01/2016,95.67776489,119.3099976,120.3099976,118.9000015,119.75,20400
01/02/2016,95.33293152,118.8799973,119.1699982,118.1600037,119.1299973,104100
02/02/2016,98.07552338,122.3000031,122.3000031,120.7200012,121.1999969,24400
03/02/2016,96.72828674,120.6200027,123.0100021,120.5699997,121.2900009,28400
04/02/2016,97.39389801,121.4499969,121.5500031,120.2099991,120.6299973,16700
05/02/2016,97.75475311,121.9000015,122.1699982,120.1500015,120.6100006,16700
08/02/2016,100.7218552,125.5999985,125.9000015,123.1500015,123.1500015,80600
09/02/2016,101.3152924,126.3399963,126.8499985,125.25,126.7799988,65700
10/02/2016,102.293663,127.5599976,127.5599976,125.3300018,126.4199982,44400
11/02/2016,103.4644547,129.0200043,131.1000061,128,130,69100
12/02/2016,100.7298889,125.6100006,128.1100006,124.6600037,127.6100006,34800
16/02/2016,99.15009308,123.6399994,124.1900024,122.5,124.0100021,39500
17/02/2016,97.96323395,122.1600037,122.7900009,121.1999969,122.7900009,52800
18/02/2016,99.80769348,124.4599991,124.7900009,122.9300003,123.1900024,56800
19/02/2016,100.056282,124.7699966,125.7399979,124.3600006,124.9899979,33100
22/02/2016,99.9600296,124.6500015,124.8199997,124.3399963,124.6800003,22800
23/02/2016,100.4732742,125.2900009,125.9100037,122.9000015,123.0999985,42900
24/02/2016,100.2326965,124.9899979,127.9199982,124.4499969,126.8000031,170000
25/02/2016,100.5614929,125.4000015,126.5999985,125.3000031,125.5100021,18900
26/02/2016,99.08596039,123.5599976,124.2300034,123.0100021,123.3300018,55000
29/02/2016,99.58313751,124.1800003,124.9300003,123.6900024,124,17600
01/03/2016,97.42597198,121.4899979,124.4899979,121.2200012,124.4899979,79400
02/03/2016,98.17177582,122.4199982,122.4199982,120.9800034,121.1200027,17200
03/03/2016,98.46044922,122.7799988,123.5,122.25,122.4800034,25700
04/03/2016,97.57029724,121.6699982,122.3199997,120.6399994,122.1500015,53100
07/03/2016,97.81889343,121.9800034,122.2200012,121.2200012,121.5199966,15300
08/03/2016,99.47088623,124.0400009,125.3600006,123.4000015,124.4000015,18400
09/03/2016,98.3161087,122.5999985,123.2200012,122.2699966,122.7099991,60200
10/03/2016,97.96323395,122.1600037,123.3099976,121.0500031,123.2600021,14300
11/03/2016,96.59996033,120.4599991,122.4899979,120.1900024,122.4499969,100600
14/03/2016,96.9046936,120.8399963,121.75,120.8399963,120.8600006,46100
15/03/2016,97.25754547,121.2799988,122.2799988,120.8099976,121.8099976,70600
16/03/2016,97.22547913,121.2399979,121.9599991,120.5,121.2799988,36700
17/03/2016,98.08355713,122.3099976,124.1100006,121.8000031,121.8899994,95100
18/03/2016,98.14771271,122.3899994,123.3199997,121.9700012,122.3899994,71400
21/03/2016,97.12124634,121.1100006,121.8000031,120.7699966,121.5400009,26200
22/03/2016,97.16132355,121.1600037,122.5100021,120.9499969,122.2600021,30500
23/03/2016,98.97368622,123.4199982,123.7200012,121.2699966,121.3899994,23700
24/03/2016,98.09957886,122.3300018,124.9599991,122.3300018,124.9599991,15600
28/03/2016,98.98970795,123.4400024,124.25,123.0400009,123.0400009,15600
29/03/2016,100.1765671,124.9199982,125.1800003,123.8600006,124.4899979,17000
30/03/2016,98.77320099,123.1699982,123.9000015,122.0299988,123.8499985,19300
31/03/2016,99.68738556,124.3099976,124.5599976,123.2099991,123.5500031,26700
01/04/2016,99.36662292,123.9100037,124.7099991,123.1800003,124.7099991,26900
